Spanish Word,ira,anticipacion,disgusto,miedo,alegria,negativo,positivo,tristeza,sorpresa,confianza
portico,0,0,0,0,0,0,0,0,0,0
porton,0,0,0,0,0,0,0,0,0,1
posada,0,0,0,0,0,0,0,0,0,0
posadero,0,0,0,0,0,0,0,0,0,0
posarse,0,0,0,0,0,0,0,0,0,0
posdata,0,0,0,0,0,0,0,0,0,0
pose,0,0,0,0,0,1,0,0,0,0
poseedor,0,0,0,0,0,0,0,0,0,0
poseer,0,1,0,0,1,0,1,0,0,1
poseido,1,0,1,1,0,1,0,0,0,0
posesion,1,0,1,1,0,1,0,0,0,0
posibilidad,0,1,0,0,0,0,0,0,0,0
posibilidades,0,0,0,0,0,0,0,0,0,0
posiblemente,0,0,0,0,0,0,0,0,0,0
posicion,0,0,0,0,0,0,0,0,0,0
poso,0,0,0,0,0,0,0,0,0,0
posponer,0,0,0,0,0,0,0,0,0,0
pospuesto,0,0,0,0,0,0,0,0,0,0
postal,0,0,0,0,0,0,0,0,0,0
poster,0,0,0,0,0,0,0,0,0,0
posteridad,0,0,0,0,0,0,0,0,0,0
posterior,0,0,0,0,0,0,0,0,0,0
postigo,0,0,0,0,0,0,1,0,0,0
postrado,0,0,0,0,0,0,0,0,0,0
postre,0,0,0,0,0,0,0,0,0,0
postulado,0,0,0,0,0,0,0,0,0,0
postumo,0,0,0,0,0,1,0,1,0,0
postura,0,0,0,0,0,0,0,0,0,0
potable,0,0,0,0,0,0,1,0,0,0
potencia,0,0,0,0,0,0,1,0,0,0
potencial,0,0,0,0,0,0,0,0,0,0
potente,0,0,0,0,0,0,0,0,0,0
potra,0,0,0,0,0,0,0,0,0,0
potro,0,0,0,0,0,0,0,0,0,0
potro cerril,0,0,0,0,0,0,0,0,0,0
pow,1,0,0,0,0,0,0,0,0,0
practica,0,1,0,0,0,0,1,0,0,0
practicable,0,0,0,0,0,0,0,0,0,0
practicamente,0,0,0,0,0,0,0,0,0,0
practico,0,0,0,0,0,0,1,0,0,0
pradera,0,0,0,0,0,0,0,0,0,0
prado,0,0,0,0,0,0,1,0,0,0
preambulo,0,0,0,0,0,0,0,0,0,0
preboste,0,0,0,0,0,0,0,0,0,0
precario,0,1,0,1,0,1,0,1,0,0
precaucion,1,1,0,1,0,1,0,0,0,0
precavido,0,1,0,1,0,0,1,0,0,1
precedencia,0,0,0,0,0,0,1,0,0,1
precedente,0,0,0,0,0,0,1,0,0,0
preceder,0,0,0,0,0,0,1,0,0,0
preceptivo,0,0,0,0,0,0,0,0,0,0
precepto,0,0,0,0,0,0,0,0,0,0
preceptor,0,0,0,0,0,0,0,0,0,0
precesion,0,0,0,0,0,0,0,0,0,0
precio,0,0,0,0,0,0,0,0,0,0
precioso,0,1,0,0,1,0,1,0,1,0
precipicio,0,0,0,1,0,0,0,0,0,0
precipitacion,0,0,0,0,0,0,0,0,0,0
precipitadamente,0,0,0,0,0,0,0,0,0,0
precipitado,0,0,0,0,0,0,0,0,0,0
precisamente,0,0,0,0,0,0,0,0,0,0
precision,0,0,0,0,0,0,1,0,0,0
preciso,0,0,0,0,0,0,1,0,0,1
precoz,0,0,0,0,0,0,0,0,0,0
precursor,0,0,0,0,0,0,1,0,0,0
predecesor,0,0,0,0,0,0,0,0,0,0
predecir,0,1,0,0,0,0,0,0,0,0
predestinado,0,0,0,0,0,0,0,0,0,0
predicacion,0,0,0,0,0,0,0,0,0,0
predicado,0,0,0,0,0,0,0,0,0,0
predicador,0,0,0,0,0,0,0,0,0,0
predicamento,0,0,0,1,0,1,0,0,0,0
predicar,0,0,0,0,0,0,0,0,0,0
prediccion,0,1,0,0,0,0,0,0,0,0
prediciendo,0,0,0,0,0,0,0,0,0,0
predileccion,0,1,0,0,0,0,1,0,0,0
predisponer,0,1,0,0,0,0,0,0,0,0
predisposicion,0,0,0,0,0,0,0,0,0,0
predispuesto,0,0,0,0,0,0,0,0,0,0
predominante,0,0,0,0,0,0,1,0,0,1
predominar,0,0,0,0,0,0,0,0,0,0
predominio,0,0,0,0,0,0,0,0,0,0
preeminente,0,0,0,0,0,0,1,0,0,0
prefacio,0,0,0,0,0,0,0,0,0,0
prefecto,0,0,0,0,0,0,0,0,0,0
preferencia,0,0,0,0,0,0,0,0,0,0
preferente,0,0,0,0,0,0,0,0,0,0
preferir,0,0,0,0,0,0,1,0,0,1
prefijo,0,0,0,0,0,0,0,0,0,0
pregunta,0,0,0,0,0,0,1,0,0,0
pregunta dificil,0,0,0,0,0,0,0,0,0,0
preguntando,0,0,0,0,0,0,0,0,0,0
preguntar,0,0,0,0,0,0,0,0,0,0
prehistorico,0,0,0,0,0,0,0,0,0,0
prejuicio,1,0,0,0,0,1,0,0,0,0
preliminar,0,1,0,0,0,0,0,0,0,0
preludio,0,0,0,0,0,0,0,0,0,0
prematuramente,0,0,0,0,0,0,0,0,0,0
prematuro,0,0,0,0,0,0,0,0,1,0
premeditado,0,0,0,1,0,1,0,0,0,0
premio,0,1,0,0,1,0,1,0,1,1
premisa,0,0,0,0,0,0,0,0,0,0
prenda,0,0,0,0,0,0,0,0,0,0
prendas de vestir,0,0,0,0,0,0,0,0,0,0
prensa,0,0,0,0,0,0,0,0,0,0
prensado,0,0,0,0,0,0,0,0,0,0
preocupacion,0,0,0,0,0,0,0,0,0,0
preocupado,0,0,0,1,0,0,0,1,0,0
preocupante,0,1,0,1,0,1,0,1,0,0
preocuparse,0,1,0,1,0,1,0,1,0,0
preparacion,0,1,0,0,1,0,1,0,0,1
preparado,0,1,0,0,0,0,1,0,0,1
preparador,0,0,0,0,0,0,0,0,0,0
preparando,0,0,0,0,0,0,0,0,0,0
preparar,0,1,0,0,0,0,1,0,0,0
preparatorio,0,1,0,0,0,0,0,0,0,0
preponderancia,0,0,0,0,0,0,0,0,0,1
prerrogativa,0,0,0,0,0,0,0,0,0,0
presa,0,0,0,1,0,1,0,0,0,0
presagiar,0,0,0,0,0,0,0,0,0,0
presagio,0,1,0,1,0,1,0,0,0,0
presciente,0,1,0,0,0,0,1,0,0,0
prescripcion,0,0,0,0,0,0,0,0,0,0
prescrito,0,0,0,0,0,0,0,0,0,0
presencia,0,0,0,0,0,0,1,0,0,0
presentable,0,0,0,0,0,0,1,0,0,0
presentacion,0,0,0,0,0,1,1,0,0,0
presentar,0,0,0,0,0,0,0,0,0,0
presente,0,1,0,0,1,0,1,0,1,1
presentimiento,0,1,0,1,0,1,0,0,0,0
preservacion,0,0,0,0,0,0,0,0,0,0
preservado,0,0,0,0,0,0,0,0,0,0
preservar,0,0,0,0,0,0,1,0,0,0
preservativo,0,1,0,0,1,0,1,0,1,1
presidencia,0,0,0,0,0,0,0,0,0,0
presidenta,0,0,0,0,0,0,1,0,0,1
presidente,0,0,0,0,0,0,1,0,0,1
presidir,0,0,0,0,0,0,0,0,0,0
presion,0,0,0,0,0,1,0,0,0,0
preso,0,0,1,1,0,1,0,0,0,0
prestador,0,0,0,0,0,0,0,0,0,1
prestamo,0,0,0,0,0,0,0,0,0,0
prestar,0,0,0,0,0,0,1,0,0,0
prestatario,0,0,0,0,0,1,0,0,0,0
prestidigitacion,0,0,0,0,0,1,0,0,0,0
prestigio,0,0,0,0,1,0,1,0,0,1
presto,0,0,0,0,1,0,1,0,1,0
presumido,0,0,0,0,0,1,0,0,0,0
presumir,0,0,0,0,0,1,1,0,0,0
presuncion,0,0,0,0,0,1,0,0,0,0
presunto,0,0,0,0,0,0,0,0,0,0
presuntuoso,1,0,1,0,0,1,0,0,0,0
presuponer,0,0,0,0,0,0,0,0,0,0
presupuesto,0,0,0,0,0,0,0,0,0,1
pretender,0,0,0,0,0,0,0,0,0,1
pretendiente,0,0,0,0,0,0,0,0,0,0
pretension,0,0,0,0,0,1,0,0,0,0
pretensiones,0,0,0,0,0,1,0,0,0,0
pretexto,0,0,0,0,0,0,0,0,0,0
prevalecer,0,1,0,0,1,0,1,0,0,0
prevencion,0,1,0,0,0,0,1,0,0,0
prevenido,0,1,0,1,0,0,0,0,1,0
prevenir,0,0,0,1,0,0,0,0,0,0
preventivo,1,0,0,0,0,1,0,0,0,0
prever,0,1,0,0,0,0,1,0,1,1
previamente,0,0,0,0,0,0,0,0,0,0
previo,0,0,0,0,0,0,0,0,0,0
prevision,0,1,0,0,0,0,1,0,0,1
previsto,0,0,0,0,0,0,0,0,0,0
prima,0,1,0,0,1,0,1,0,1,0
primacia,0,0,0,0,0,0,1,0,0,0
primario,0,0,0,0,0,0,1,0,0,0
primate,0,0,0,0,0,0,0,0,0,0
primates,0,0,0,0,0,0,0,0,0,0
primer ministro,0,0,0,0,0,0,1,0,0,0
primer plano,0,0,0,0,0,0,0,0,0,0
primitivo,0,0,0,0,0,0,0,0,0,0
primogenito,0,1,0,0,1,0,1,0,0,1
primordial,0,0,0,0,0,0,0,0,0,0
princesa,0,0,0,0,0,0,1,0,0,0
principal,0,0,0,0,0,0,1,0,0,1
principalmente,0,0,0,0,0,0,0,0,0,0
principe,0,0,0,0,0,0,1,0,0,0
principesco,0,1,0,0,1,0,1,0,1,1
principiante,0,0,0,0,0,0,0,0,0,0
principio,0,0,0,0,0,0,0,0,0,0
principios,0,0,0,0,0,0,0,0,0,0
priorato,0,0,0,0,0,0,0,0,0,0
prioridad,0,0,0,0,0,0,0,0,0,0
prisa,0,1,0,0,0,0,0,0,0,0
prision,1,0,1,1,0,1,0,1,0,0
prisionero,1,0,1,1,0,1,0,1,0,0
prisma,0,0,0,0,0,0,0,0,0,0
prismatico,0,0,0,0,0,0,0,0,0,0
prismaticos,0,0,0,0,0,0,0,0,0,0
pristino,0,0,0,0,0,0,1,0,0,0
privacidad,0,0,0,0,0,0,0,0,0,0
privacion,1,0,1,1,0,1,0,1,0,0
privado,0,0,0,0,0,1,0,0,0,1
privilegiado,0,0,0,0,1,0,1,0,0,1
privilegio,0,0,0,0,0,0,0,0,0,0
probabilidad,0,1,0,0,0,0,0,0,0,0
probable,0,0,0,0,0,0,0,0,0,0
probado,0,0,0,0,0,0,0,0,0,1
probar,0,0,0,0,0,0,0,0,0,0
probatorio,0,0,0,0,0,0,0,0,0,0
probidad,0,0,0,0,0,0,1,0,0,1
problema,0,0,0,1,0,1,0,1,0,0
proceder,0,1,0,0,0,0,0,0,0,0
procedimiento,0,0,0,1,0,0,1,0,0,0
procesable,1,0,1,0,0,1,0,0,0,0
procesamiento por lotes,0,0,0,0,0,0,0,0,0,0
procesar,0,0,1,1,0,1,0,0,0,0
procesion,0,0,0,0,1,0,1,1,1,0
proceso,0,0,0,0,0,0,0,0,0,0
proceso de copiar,0,0,0,0,0,0,0,0,0,0
proclamacion,0,0,0,0,0,0,0,0,0,0
proclamar,0,0,0,0,0,0,0,0,0,0
procreacion,0,0,0,0,0,0,0,0,0,0
procurador,0,0,0,0,0,0,1,0,0,1
prodigar,0,0,0,0,0,0,1,0,0,0
prodigio,0,0,0,0,0,0,1,0,0,0
prodigioso,0,0,0,0,0,0,1,0,0,0
prodigo,0,0,0,0,0,1,1,0,0,0
produccion,0,1,0,0,0,0,1,0,0,0
producido,0,0,0,0,0,0,0,0,0,0
producir,0,0,0,0,0,0,0,0,0,0
productividad,0,0,0,0,0,0,1,0,0,0
productivo,0,0,0,0,0,0,1,0,0,0
producto,0,0,0,0,0,0,0,0,0,0
productor,0,0,0,0,0,0,1,0,0,0
productos cosmeticos,0,0,0,0,0,0,0,0,0,0
profanacion,1,0,1,1,0,1,0,1,0,0
profano,1,0,0,0,0,1,0,0,0,0
profecia,0,1,0,0,0,0,0,0,0,0
profesar,0,0,0,0,0,0,0,0,0,0
profesion,0,0,0,0,0,0,1,0,0,0
profesional,0,0,0,0,0,0,1,0,0,1
profesor,0,0,0,0,0,0,1,0,0,1
profeta,0,1,0,0,0,0,1,0,0,1
profetico,0,1,0,0,0,0,0,0,0,0
profetizar,0,0,0,0,0,0,0,0,0,0
profilactico,0,1,0,0,0,0,1,0,0,1
profilaxis,0,0,0,0,0,0,0,0,0,0
profundidad,0,0,0,0,0,0,1,0,0,1
profundizar,0,0,0,0,0,0,0,0,0,0
profusion,0,0,0,0,0,1,0,0,0,0
profuso,0,0,0,0,0,0,1,0,0,0
progenie,0,0,0,0,0,0,0,0,0,0
progenitor,0,0,0,0,0,0,0,0,0,0
programa,0,0,0,0,0,0,0,0,0,0
programador,0,0,0,0,0,0,0,0,0,0
progresion,0,1,0,0,1,0,1,1,0,1
progresivo,0,1,0,0,0,0,0,0,0,0
progreso,0,1,0,0,1,0,1,0,0,0
prohibicion,0,0,0,0,0,1,0,0,0,0
prohibido,1,0,1,1,0,1,0,0,0,0
prohibir,0,0,0,0,0,1,0,1,0,0
prohibitivo,0,0,0,0,0,0,0,0,0,0
proletariado,0,0,0,0,0,0,0,0,0,0
proletario,0,0,0,0,0,0,0,0,0,0
prolifico,0,0,0,0,0,0,1,0,0,0
prologo,0,1,0,0,0,0,0,0,0,0
prolongacion,0,0,0,0,0,0,0,0,0,0
prolongado,0,0,0,0,0,0,0,0,0,0
prolongar,0,0,1,0,0,1,0,0,0,0
promedio,0,0,0,0,0,0,0,0,0,0
promesa,0,0,0,0,1,0,1,0,0,1
prometedor,0,0,0,0,0,0,1,0,0,0
prometido,0,1,0,0,1,0,1,0,0,1
prominencia,0,0,0,0,0,0,1,0,0,0
prominentemente,0,0,0,0,0,0,1,0,0,0
promiscuo,0,0,0,0,0,1,0,0,0,0
promisorio,0,0,0,0,0,0,0,0,0,0
promocion,0,0,0,0,0,0,1,0,0,0
promontorio,0,0,0,0,0,0,0,0,0,0
promotor,0,0,0,0,0,0,0,0,0,0
promover,0,0,0,0,0,0,0,0,0,0
promulgacion,0,0,0,0,0,0,0,0,0,0
promulgar,0,0,0,0,0,0,0,0,0,0
pronosticador,0,0,0,0,0,0,0,0,0,0
pronostico,0,1,0,0,0,0,0,0,0,1
pronunciacion,0,0,0,0,0,0,0,0,0,0
pronunciado,0,0,0,0,0,0,0,0,0,0
pronunciar,0,0,0,0,0,0,0,0,0,0
propagacion,0,0,0,0,0,0,0,0,0,0
propaganda,0,0,0,0,0,1,0,0,0,0
propagar,0,0,0,0,0,0,0,0,0,0
propano,0,0,0,0,0,0,0,0,0,0
propension,0,0,0,0,0,0,0,0,0,1
propenso,0,0,0,0,0,0,0,0,0,0
propicio,0,1,0,0,1,0,1,0,0,0
propiedad,0,0,0,0,0,0,1,0,0,0
propiedad vitalicia,0,0,0,0,0,0,0,0,0,0
propietario,0,0,0,0,0,0,0,0,0,0
propina,0,0,0,0,0,0,0,0,0,0
propio,0,0,0,0,0,0,1,0,0,0
proporcion,0,0,0,0,0,0,0,0,0,0
proporcionado,0,0,0,0,0,0,0,0,0,0
proporcional,0,0,0,0,0,0,0,0,0,0
proporcionar,0,1,0,0,1,0,1,0,0,1
proposicion,0,0,0,0,0,0,1,0,0,0
propuesta,0,0,0,0,0,0,0,0,0,0
propulsado,0,0,0,0,0,0,0,0,0,0
propulsion,0,0,0,0,0,0,0,0,0,0
propulsor,0,0,0,0,0,0,0,0,0,0
prorratear,0,0,0,0,0,0,0,0,0,0
prorrateo,0,0,0,0,0,0,0,0,0,0
prosa,0,0,0,0,0,0,0,0,0,0
proscrito,0,0,0,0,0,1,0,0,0,0
prosecucion,0,0,0,0,0,0,0,0,0,0
prospectivamente,0,1,0,0,0,0,0,0,0,0
prosperando,0,1,0,0,1,0,1,0,0,0
prosperar,0,1,0,0,1,0,1,0,0,0
prosperidad,0,0,0,0,0,0,1,0,0,0
prospero,0,0,0,0,1,0,1,0,0,0
prostitucion,0,0,1,0,0,1,0,1,0,0
prostituta,0,0,1,0,0,1,0,0,0,0
protagonista,0,0,0,0,0,0,0,0,0,0
proteccion,0,0,0,0,0,0,0,0,0,0
protector,0,0,0,0,0,0,1,0,0,1
proteger,0,0,0,0,0,0,1,0,0,1
protegido,0,0,0,0,0,0,0,0,0,1
proteina,0,0,0,0,0,0,0,0,0,0
protesta,0,0,0,0,0,0,0,0,0,0
protocolo,0,0,0,0,0,0,0,0,0,0
prototipo,0,0,0,0,0,0,0,0,0,0
protozoos,0,0,0,0,0,0,0,0,0,0
proveedor,0,0,0,0,0,0,0,0,0,0
proveer,0,0,0,0,0,0,1,0,0,1
provenir,0,0,0,0,0,0,0,0,0,0
proverbial,0,0,0,0,0,0,1,0,0,0
proverbio,0,0,0,0,0,0,0,0,0,0
providencia,0,0,0,0,0,0,0,0,0,0
provincia,0,0,0,0,0,0,0,0,0,0
provincial,0,0,0,0,0,0,0,0,0,0
provisional,0,1,0,0,0,0,0,0,0,0
provisionalmente,0,0,0,0,0,0,0,0,0,0
provisiones,0,0,0,0,0,0,0,0,0,0
provisto de,0,0,0,0,0,0,0,0,0,0
provocacion,1,0,0,0,0,1,0,0,0,0
provocador,1,0,1,0,0,1,0,0,0,0
provocativo,0,0,0,0,0,0,0,0,0,0
proximidad,0,0,0,0,0,0,0,0,0,0
proximo,0,0,0,0,0,0,1,0,0,0
proyeccion,0,0,0,0,0,0,0,0,0,0
proyectil,0,0,0,1,0,0,0,0,0,0
proyectiles,0,0,0,1,0,0,0,0,0,0
proyecto,0,0,0,0,0,0,0,0,0,0
proyector,0,0,0,0,0,0,0,0,0,0
prudencia,0,0,0,0,0,0,1,0,0,0
prudente,0,0,0,0,0,0,1,0,0,1
prueba,1,0,0,0,0,1,0,0,1,0
psicologia,0,0,0,0,0,0,0,0,0,0
psicologico,0,0,0,0,0,0,0,0,0,0
psicologo,0,0,0,0,0,0,0,0,0,0
psicosis,1,0,0,1,0,1,0,1,0,0
psique,0,0,0,0,0,0,0,0,0,0
psiquico,0,0,0,0,0,0,0,0,0,0
psiquicos,0,0,0,0,0,0,0,0,0,0
pua,0,0,0,0,0,0,0,0,0,0
pub,0,0,0,0,0,0,0,0,0,0
pubertad,0,0,0,0,0,0,0,0,0,0
pubescente,0,0,0,0,0,0,0,0,0,0
publicacion,0,0,0,0,0,0,0,0,0,0
publicado,0,0,0,0,0,0,0,0,0,0
publicar,0,0,0,0,0,0,0,0,0,0
publicidad,0,0,0,0,0,0,0,0,0,0
publicista,0,0,0,0,0,1,0,0,0,0
publico,0,1,0,0,0,0,1,0,0,0
pudin,0,0,0,0,0,0,0,0,0,0
pueblo,0,0,0,0,0,0,0,0,0,0
puente,0,0,0,0,0,0,0,0,0,0
puente aereo,0,0,0,0,0,0,0,0,0,0
puente peatonal,0,0,0,0,0,0,0,0,0,0
puerco espin,0,0,0,0,0,1,0,0,0,0
puerta,0,0,0,0,0,0,0,0,0,1
puerto,0,0,0,0,0,0,0,0,0,1
puerto maritimo,0,0,0,0,0,0,0,0,0,0
puesta de sol,0,1,0,0,0,0,1,0,0,0
puesta del sol,0,0,0,0,0,0,0,0,0,0
puesto,0,0,0,0,0,0,0,0,0,0
puesto de periodicos,0,0,0,0,0,0,0,0,0,0
pulcramente,0,0,0,0,0,0,1,0,0,0
pulcro,0,0,0,0,0,0,1,0,0,0
pulga,0,0,1,0,0,1,0,0,0,0
pulgada,0,0,0,0,0,0,0,0,0,0
pulgar,0,0,0,0,0,0,0,0,0,0
pulido,0,0,0,0,0,0,1,0,0,0
pull-over,0,0,0,0,0,0,0,0,0,0
pulla,1,0,0,1,0,1,0,1,0,0
pulmonar,0,0,0,0,0,0,0,0,0,0
pulmones,0,0,0,0,0,0,0,0,0,0
pulpa,0,0,0,0,0,0,0,0,0,0
pulpito,0,0,0,0,0,0,1,0,0,0
pulpo,0,0,1,0,0,0,0,0,0,0
pulsacion,0,0,0,0,0,0,0,0,0,0
pulsera,0,0,0,0,0,0,0,0,0,0
puma,0,0,0,1,0,0,0,0,1,0
puncion,0,0,0,0,0,0,0,0,0,0
punitivo,1,0,0,1,0,1,0,1,0,0
punk,0,0,0,0,0,0,0,0,0,0
punta,0,0,0,0,0,0,0,0,0,0
puntada,0,0,0,0,0,0,0,0,0,0
puntaje,0,1,0,0,1,0,1,0,1,0
puntal,0,0,0,0,0,1,0,0,0,0
punteado,1,0,0,1,0,1,0,1,0,0
puntero,0,0,0,0,0,0,0,0,0,0
puntiagudo,0,0,0,0,0,0,0,0,0,0
puntilla,0,0,0,0,0,0,0,0,0,0
punto,0,0,0,0,0,0,0,0,0,0
punto de referencia,0,0,0,0,0,0,0,0,0,1
punto de vista,0,0,0,0,0,0,0,0,0,0
punto final,0,0,0,0,0,0,0,0,0,0
punto muerto,1,0,0,1,0,1,0,0,0,0
punto y coma,0,0,0,0,0,0,0,0,0,0
puntuacion,0,0,0,0,0,0,0,0,0,0
puntuaciones,0,0,0,0,0,0,0,0,0,0
puntual,0,1,0,0,0,0,1,0,0,1
puntualidad,0,0,0,0,0,0,1,0,0,0
pura sangre,0,0,0,0,0,0,1,0,0,0
puramente,0,0,0,0,0,0,1,0,0,1
pure,0,0,0,0,0,0,0,0,0,0
pureza,0,0,0,0,0,0,1,0,1,0
purga,0,0,0,1,0,1,0,0,0,0
purgatorio,0,0,1,1,0,1,0,0,0,0
purificacion,0,0,0,0,0,0,1,0,0,1
purificar,0,0,0,0,1,0,1,0,0,1
purista,0,0,0,0,0,0,1,0,0,0
puro,0,0,0,0,0,0,0,0,0,0
pus,0,0,1,0,0,1,0,0,0,0
puta,1,0,1,0,0,1,0,0,0,0
putativo,0,0,0,0,0,0,0,0,0,1
putrefaccion,0,0,1,1,0,1,0,1,0,0
puñado,0,0,0,0,0,0,0,0,0,0
puñalada,1,0,0,1,0,1,0,1,1,0
puñetazo,1,0,0,1,0,1,0,1,1,0
puño,0,0,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,1,0,0,1
que lleva,0,0,0,0,0,0,0,0,0,0
que se acerca,0,1,0,0,0,0,0,0,0,0
que se avecina,0,0,0,0,0,0,0,0,0,0
quebrada,0,0,0,0,0,0,0,0,0,0
quebradizo,0,0,0,0,0,0,0,0,0,0
quedate,0,0,0,0,0,0,0,0,0,0
queja,1,0,1,0,0,1,0,1,0,0
quejarse,1,0,0,0,0,1,0,1,0,0
quemado,0,0,1,0,0,1,0,0,0,0
quemador,0,0,0,0,0,0,0,0,0,0
quemar,0,0,0,0,0,0,0,0,0,0
querida,0,0,0,0,1,0,1,0,0,1
queroseno,0,0,0,1,0,0,0,0,0,0
quid,0,0,0,0,0,0,0,0,0,0
quietud,0,0,0,1,0,0,1,1,0,0
quilate,0,0,0,0,0,0,0,0,0,0
quilla,0,0,0,0,0,0,0,0,0,0
quimera,0,0,0,1,0,0,0,0,1,0
quimica,0,0,0,0,0,0,0,0,0,0
quimico,0,0,0,0,0,0,1,0,0,1
quincenal,0,0,0,0,0,0,0,0,0,0
quinina,0,0,0,0,0,0,1,0,0,0
quiosco,0,0,0,0,0,0,0,0,0,0
quisquilloso,1,0,0,0,0,1,0,1,0,0
quiste,0,0,0,1,0,1,0,1,0,0
quitar el velo,0,0,0,0,0,0,0,0,0,0
quorum,0,0,0,0,0,0,0,0,0,0
rabia,1,0,0,0,0,1,0,0,0,0
rabioso,1,1,1,1,0,1,0,1,0,0
racimo,0,0,0,0,0,0,0,0,0,0
racional,0,0,0,0,0,0,1,0,0,1
racionalidad,0,0,0,0,0,0,0,0,0,0
racionalismo,0,0,0,0,0,0,0,0,0,0
racionar,0,0,0,0,0,0,0,0,0,0
radar,0,0,0,0,0,0,0,0,0,1
radiacion,0,0,0,1,0,1,0,0,0,0
radiante,0,1,0,0,1,0,1,0,0,0
radicalmente,0,0,0,0,0,0,0,0,0,0
radio,0,0,0,0,0,0,1,0,0,0
radioactividad,0,0,0,0,0,0,0,0,0,0
radioactivo,0,0,0,1,0,1,0,0,0,0
radiografia,0,0,0,0,0,0,0,0,0,0
radiologia,0,0,0,0,0,0,0,0,0,0
radon,0,0,0,1,0,1,0,0,0,0
rafaga,0,0,0,0,0,0,0,0,0,0
raido,0,0,0,0,0,1,0,1,0,0
raiz,0,0,0,0,0,0,0,0,0,0
rallado,1,0,0,0,0,1,0,0,0,0
rallar,0,0,0,0,0,1,0,0,0,0
ram,1,1,0,0,0,1,0,0,0,0
rama,0,0,0,0,0,0,0,0,0,0
ramera,0,0,1,0,0,1,0,0,0,0
ramita,0,0,0,0,0,0,0,0,0,0
ramo,0,0,0,0,1,0,1,0,0,1
rampa,0,0,0,0,0,0,0,0,0,0
rana,0,0,0,0,0,0,0,0,0,0
rancho,0,0,0,0,0,0,0,0,0,0
rancio,0,0,1,0,0,1,0,0,0,0
rango,0,0,0,0,0,0,0,0,0,0
ranura,0,0,1,0,0,1,0,0,0,0
rap,0,0,0,0,0,0,0,0,0,0
rapaces,0,0,0,1,0,1,0,0,0,0
rapado,0,0,0,0,0,0,0,0,0,0
rape,0,0,0,0,0,0,0,0,0,0
rapidamente,0,0,0,0,0,0,0,0,0,0
rapidez,0,0,0,0,0,0,1,0,1,0
rapido,0,0,0,0,0,0,0,0,1,0
rapidos,0,0,0,0,0,0,0,0,0,0
rapto,0,1,0,0,1,0,1,0,0,0
raqueta,0,0,0,0,0,1,0,0,0,0
raquitico,0,0,0,0,0,1,0,0,0,0
raramente,0,0,0,0,0,0,0,0,0,0
rareza,0,0,1,0,0,1,0,1,1,0
rascacielos,0,0,0,0,0,0,0,0,0,0
rascar,0,0,0,0,0,0,0,0,0,0
rasgado,0,0,0,0,0,1,0,0,0,0
rasgo,0,0,0,0,0,0,1,0,0,0
raspado,0,0,0,0,0,0,0,0,0,0
raspar,0,0,0,0,0,0,0,0,0,0
rastreo,0,0,0,0,0,0,0,0,0,0
rastrillo,0,0,0,0,0,0,0,0,0,0
rastro,0,0,0,0,0,0,0,0,0,0
rastrojo,0,0,0,0,0,0,0,0,0,0
rata,0,0,1,1,0,1,0,0,0,0
rateria,0,0,0,0,0,0,0,0,0,0
ratificacion,0,0,0,0,0,0,0,0,0,0
ratificar,0,0,0,0,0,0,0,0,0,1
raton,0,0,0,0,0,0,0,0,0,0
raton de biblioteca,0,0,0,0,0,1,1,0,0,0
raya,0,0,0,0,0,1,0,0,0,0
rayado,0,0,0,0,0,0,0,0,0,0
rayo,0,0,0,0,0,0,0,0,0,0
rayo de sol,0,0,0,0,0,0,0,0,0,0
raza,0,0,0,0,0,0,0,0,0,0
razon,0,0,0,0,0,0,1,0,0,0
razon fundamental,0,0,0,0,0,0,0,0,0,0
razonamiento,0,0,0,0,0,0,0,0,0,0
razones,0,0,0,0,0,0,0,0,0,0
reaccionar,1,0,0,1,0,0,0,0,0,0
reaccionario,0,0,0,0,0,1,0,0,0,0
reacio,0,0,0,1,0,1,0,0,0,0
reactivo,0,0,0,0,0,0,0,0,0,0
readquirir,0,0,0,0,0,0,0,0,0,0
reafirmar,0,0,0,0,0,0,1,0,0,0
reajuste,0,0,0,0,0,0,0,0,0,0
real,0,0,0,0,0,0,1,0,0,1
realeza,0,0,0,0,0,0,1,0,0,0
realidad,0,0,0,0,0,0,0,0,0,0
realismo,0,0,0,0,0,0,0,0,0,0
realista,0,0,0,0,0,0,0,0,0,0
realizar,0,0,0,0,1,0,1,0,0,0
reanimar,0,1,0,0,0,1,1,0,0,0
reanudacion,0,0,0,0,0,0,1,0,0,0
reaparecer,0,0,0,0,0,0,0,0,1,0
reaparicion,0,0,0,0,0,0,0,0,0,0
reavivar,0,1,0,1,1,1,1,0,1,0
rebaba,0,0,0,0,0,0,0,0,0,0
rebaja,0,0,0,0,0,0,0,0,0,0
rebaño,0,0,0,0,0,0,0,0,0,0
rebelde,1,0,0,1,0,1,0,0,0,0
rebelion,1,0,1,1,0,0,0,0,0,0
reblandecimiento,0,0,0,0,0,0,0,0,0,0
rebosante,0,0,0,0,0,0,0,0,0,0
rebote,0,0,0,0,0,0,0,0,0,0
rebuscado,0,0,0,0,0,0,1,0,0,0
recado,0,1,0,0,0,0,1,0,0,1
recaida,0,0,0,1,0,1,0,1,0,0
