lyrics,feelings
pense amor dejaba correr iba atando manos alejo ayer mar miraba solo hoy vale queda ir alma llorara amor llorara caera pozo pues vas quedo solo cuantos segundos mas podre mirar verdad hablar amor hablar destrozo pues vas quedo tan solo prefiero morir pensar mañana sollozando pie palabras volvere ver jamas arrancando matando bien dentro volvere ver you might also like pense dueño podia hacer toques piel si vas volver jamas inundan ojos hablar estare loco quiero morir estare loco quiero morir,"positivo, negativo, miedo"
mariposas hermosa veo venir piernas preciosas toditas dime cosas graciosas sabes hacerme reir cintura deliciosa quiero morir junto uh enamoro enamoro disparo llego estrellas alcanza memoria poder resistir espasmos gloria ah ah haces sentir quiero muerdas boca quiero hagas sufrir quiero verte loca ah ah haces sentir uh enamoro enamoro disparo llego estrellas you might also like vienes vas frente mujer preciosa sangre va hervir manos frotan ah ah imagenes flotan vienen van frente cuerpos rebotan ah ah mueves asi uh enamoro enamoro disparo llego estrellas vienes vas frente mujer preciosa sangre va hervir manos frotan ah ah mariposas dime cosas graciosas mariposas,"negativo, miedo, tristeza"
silencio miro ojos beso piel muero das placer envuelto amor puedo mantenerme insensibleeeeee adormece voz sentimiento increibleeeeee regreso regreso nunca logro hacer encanta mueras encanta seduccion cambiarias mil caricias palabras amor terrible gozar cariciaaaaaa matando ilusion desviar vidaaaaaa juego nunca podre dominar intento controlar instintoooooos dañar amor unico amigoooooo si debo aprovechar silencio miro ojos beso piel nombre siempre junto siempre lado amor pronto eterna alegriaaaaaa pronto eterno dolor pasiones terminaaaaaan recuerdo encarga soledad you might also likeintento controlar sentidoooooos quiero llorar diste vidaaaaaa di secretos soledad da ra ra da ra ra ra ra ra raaaaaa da ra ra ra ra raa,"positivo, negativo, alegria"
dificil contar vida empezar huella alma buen punto partida voz escuchas voz lamento haberla contactado gran amigo olvide cuanto bueno salio bohemios pesar universidad bachillerato divertiamos pensando tontos esnobismo intelectual dicen recuerdo consegui llave tienda padre ahi primera vez pesar linda rarisimo nunca pense sexo placer hicimos luego encontramos unas amigas calle andabamos grupo relajadisimos alucinados habia pasado pesar nunca dije eh eh pense empezo asi asi debia terminar ¿no explique destruiria si haciamos entendio quizas entendi decidio abandonarme dejarme portarse mal horrible casi muero you might also like bueno historias amor asi dolor desorden acepte ¿no estabilidad tranquilidad final feliz cualquier pelicula cualquier libro bueno mitad cuento desubicado demasiados desordenes decidi cambiar formalizar vida primera vez decirle alguien osea ¿quieres conmigo tenia gran amiga alguna vez echo casa cosas puedo contar acorde recuerdo guapa fondo gusto reaccion decidi buscarla conquistarla asi simple iba ser dificil finalmente consegui accidente jamas pense quebrarle corazon chica hable principio ah vez enviaba chocolates hermana regalos cartas inclusive preguntando siempre quede silencio nueva chica larga felicidad tres años lindo visite europa bien universidad vivia bien musica espectacular sentia encaminado embargo viejo fallecio mama perdio casa desorden confusion regreso enamore nuevo bueno acabo nuevo descubri vida caballo caballo salvaje debe aprender montar llega momento bota mas ahora tranquilo feliz cogi telefono hace queria saber chica hable principio relato ubique padre trabajaba banco paris dije señor ¿que tal pedro ¿se acuerda ¿que hija dijo ¿no sabes murio paro cardiaco barcelona quede consternado vez mas completamente arrancado presente nunca despedi nunca supe despues ahora clara nocion amor dolor aunque lejano pasado leccion digan adios si hacerlo cierren historia amor terminen libro,"positivo, confianza, negativo"
momento escuche bien voz hablaba solo viejo amor cogia pelos desesperacion decia tiempo borra dolor existen tecnicas olvidar olvidar existen tecnicas existen tecnicas olvidar olvidar botando cartas escondiendo reloj cariño alguien regalo llorando solas total confusion muere fuego quemo existen tecnicas olvidar olvidar existen tecnicas existen tecnicas olvidar olvidar alguien dijo alguna vez nadie podia ayudar ningun gemido puede desaparecer si olvido pensar you might also likele miedo calor voz miedo corazon pienses nunca amor dolor amar solo fascinacion uh uh existen tecnicas olvidar olvidar existen tecnicas existen tecnicas olvidar olvidar quiero olvidar debo olvidar quiero mas quiero tecnicas olvidar quiero olvidar ahhh,"negativo, miedo, tristeza"
acabado duele corazon queda oportunidad gran libro cerro nadie ve va pasar ciegos nacer ahora ves mal culpamos querer si bien si mal universo da igual sigue alrededor amor divinidad ciclo natural destroza corazon bien voy aceptar dios inventes final unico pido si bien si mal universo da igual sigue alrededor amor divinidad ciclo natural desgarra corazon you might also like favor paseemos mas tarde voy favor hablemos mas desluce ilusion dadada okey,"positivo, negativo, alegria"
vez alma poso escuche alguien hablaba aqui habian ruidos alla afuera habia sombra pared vi rostro dormido creo volvere eleve fin vi luz escuche voz silencio na na naaa na na na uh uh uhhh uh uh uh entiendo ahora despierto cuanto tiempo volvere solo siento inmenso despues vi flor ventana vi flor colibri bello hablaban entendi eleve fin vi luz escuche voz silencio ah ah ah eleve fin vi luz escuche voz silencio ah ah ahhh ah ah ah you might also like amaste silencio hablaste silencio uh uhhh uh uh uh ahora entiendo uh uh uh,"positivo, anticipacion, ira"
esperame vaya acuerdate asustes si hago reir cierres flores abriste podemos ver cielo morir recuestame u dame beso labios hazme volar abrazame u necesito recuerdo llevar abrazarte silencio silencio bailar suspirar cuello solo verdad deletrear sentimientos dejar mirar besar mano poder escapar ablandame u dale soplo incendio ansiedad aclarame si silencio amor soledad uuuu you might also like sabe dios deseos llevaran silencio estallaran dolor mañana hoy vera dolor alma callara recuestame u dame beso labios hazme volar abrazame u necesito recuerdo llevar uuuu sabe dios deseos llevaran amor uuuu esperame vaya acuerdate asustes amor asustes asustes si hago reir dolor mañana hoy vera vera vera,"positivo, miedo, alegria"
quisiera encontrar alguien bese alguien hable igual abrace acabe soledad alguien sienta verdad pues noches pretendo volver amar hace llorar realidad v temo quiero acostumbrar hoy irreal silencio salen cosas verdad atrape tormento si tan solo mirase mas alla puedo puedo mas quisiera encontrar alguien tan bella alguien tan suave destroce toda horrible sensacion reseca corazon silencio salen cosas verdad atrape tormento si tan solo mirase mas alla puedo puedo mas quisiera volver momento final vivir mas quisiera encontrar siempre algun lugar alguna luz quisiera encontrar alguien tan bella alguien tan suave quisiera encontrar alguien bese alguien hable igual alguien tan linda tan buena amante alguien pueda respirar imposible volver amar imposible vuelva amar rodea irrealidad you might also like,"negativo, tristeza, positivo"
¡suckin two ¡hey ¡uhhh dinero autito colosal escurre calles montañosas escapandose dejandose atrapar cementerio tire asiento atras ver amor quisiera ver carne viva aquellas piernas toque oscuridad auto rana saltaba oyendo blues auto rana saltaba oyendo blues hombre acero hombre verdad ojos cara salieron boca clave huracan casi llegando mismo cielo dejo respirar desnudo entera asiento trasero sento dejo cabalgar gim more you might also like auto rana saltaba oyendo blues auto rana saltaba oyendo blues ¡eh ¡ne ge ne ge ne ge ne ge hit pull your mind ¡seh this thing come along along ¡uh puse cassette janis joplin ¡ah ja ja ja ja subi volumen mas entro luz incandescente dijo marcianos vinieron llevar baje auto cuidado acerco verde señor disculpe jefe lleve cantante prometo hablar usted cancion auto rana saltaba oyendo blues auto rana saltaba oyendo blues auto rana saltaba oyendo blues auto rana saltaba oyendo blues auto rana saltaba oyendo blues auto rana saltaba oyendo blu u ues auto rana saltaba oyendo blues auto rana saltaba oyendo blues,"miedo, negativo, tristeza"
pobre ser humano escuche jadear grito alocado placer criminal cuerpo despejado libre huracan beso luna flor borra sentimiento luego friccion sueño erotico vivido preocupacion voy convertirme globo gas voy perseguir estrella fugaz voy calentar arma vere gritar si quiero ver gritar mates tratando brillar manos arañaron cuerpo sal quiero morir aguila volcan voy convertirme globo gas voy perseguir estrella fugaz voy calentar arma vere gritar oh conozco final oh salir oh trampa sexual hilo fin you might also like entusiasmas aliento licor interesa bailes rock and roll estira mano metela pantalon si miedo asi nomas voy convertirme globo gas voy perseguir estrella fugaz voy calentar arma vere gritar voy convertirme globo gas voy perseguir estrella fugaz voy calentar arma vere gritar grita asi ah wow cacho oh trampa sexual oh salir oh conozco final hilo fin,"negativo, miedo, sorpresa"
ooh na na na na ra ra ra ra ra ra ra quise ser aire siempre contigo decias imposible quise regalarte mar manos decias podia quisiste dejar amar alguien cai rodillas aniquiles na na na na ra ra ra ra ra ra ra si escuchas angel hablando nunca mires mentira existe imposible na na na na ra ra ra ra ra ra ra you might also like,"negativo, positivo, tristeza"
voy hablar bailes dolor amor habla siempre cancion voy hablar contaminacion hecho clima confusion ilusion tierra entera cambiando sera mejor vayamos preparando bello nevado rio alimento perdio blanca cima nieve seco debemos prepararnos poder ayudar sufririan hambre enfermedad polucion veneno atmosfera alterando valles estan secando asi calor efecto invernadero agua evaporando nunca imagine pense iba suceder digas debes preocupar agua empezo irse debe escapar solo canto ¿pero alguien debe saber si expertos fe cuidado debemos tener contaminar nunca bien ¿acaso tarde ¿o nunca tarde aprender debemos concientizarnos you might also like tierra entera cambiando agua agua importante sera mejor advertidos vayamos preparando nunca imagine pense iba ver digas debes preocupar agua empezo irse debe escapar,"positivo, negativo, tristeza"
dolores ayer acostar amor esperando va escapar pasion bailando quiero acompañar amor tan buscado hoy pienso coronar hey hoy triunfo tan soñado alcanzare queremos ser campeones final sera duro sera facil solo hagamos sueño realidad vida pasan cosas puedo separar bueno malo lleva momento toda pena vida tesoro personal veo viento lleva hacia alta mar hey hoy triunfo tan soñado alcanzare queremos ser campeones final sera duro sera facil solo hagamos sueño realidad you might also like amor misma realidad cuidas llega lloras si va dias buenos dias malos siempre combinaran hoy toca arriba hoy toca celebrar hey hoy triunfo tan soñado alcanzare queremos ser campeones final sera duro sera facil solo hagamos sueño realidad hoy triunfo tan soñado alcanzare queremos ser campeones final sera duro sera facil solo hagamos sueño realidad,"negativo, positivo, alegria"
llores mas morena seca lagrimas sientas pena llores mas morena cosas valen pena dices hombre tratado mal podias abandonarlo uuu tenias miedo soledad cuarto nuevo haga llorar llores mas morena seca lagrimas sientas pena llores mas morena cosas valen pena decir olvides voy cambiar imposible puedo cambiarlo uuu amor hecho daño verdad solo queda lado decir you might also like llores mas morena seca lagrimas sientas pena llores mas morena cosas valen pena pasara vayas olvidar amor dolor ciclo normal abre alas vuelve volar llores mas morena seca lagrimas sientas pena llores mas morena cosas valen pena ahora pides lleve pasear pues amigo debo hacer uuu involucres debo pecar bella apoyo solo espiritual llores mas morena seca lagrimas sientas pena llores mas morena cosas valen pena llores mas morena seca lagrimas sientas pena llores mas morena cosas valen pena,"negativo, tristeza, positivo"
siento mejor situacion nueva ultimamente recuperado fascinacion descubierto cosas nuevas tan solo regresado viejas sueño amor why placeres inspiracion siento mejor situacion nueva descubierto sigo siendo tipo bonachon si dañe ame consecuencia golpeo mas conciencia corazon amar trae complicacion felicidad pense eterna why facil enferma soledad recuerdos hago leyenda nostalgia tienta vivo hoy ayer mañana conoci mujer dio vida regale miles noticias medallon aguanto sufrir imprudencia sirve ahora experiencia leccion why embargo olvido hoy real situacion va vida palabras quedan cancion cielo ire demonio espera sigue esperando pues arruino represion acostumbro idea placer posea fronteras mejor mundo putrefaccion perdimos libertad generacion sida espere todita vida reventar despues millon años ahora llegan moralidades desesperan mejor ahora siento mejoryou might also like,"negativo, anticipacion, positivo"
conoci europa conoci tren hablaba casi parar enamore decia penas borraban cafe vino tinto cuenta abierta desnudos hotel puedo olvidarme coro española empezo bailar aqui alla solo preciosa empezo quitar jean top empezo gemir mimosa ponia soñar placer fin fabulosa empezo gritar quiero mueras dentro gustaba buen cariño muerdan bien piel madre siempre dijo hombre mujer aprendio bien coro x ahora solo ahora tan loco padre gran torero hablaba tal decia amor ruedo si matas moriras amor atrapaba amo dejo ir decia amor nunca trauma tan solo souvenir you might also likey puedo olvidarme coro x española encendido hoy cuerpo bendicion tan libre sol quiero ser libre deje vida habitacion jugar amor quiero llorarte voy,"positivo, alegria, confianza"
oyelo bien acabo casi metro toma veneno guardalo bien señor miro recelo sacate pelo piel tambien mensaje asi mas unas claves pueden matar cine terror amor ballesta boca seca sabe bien abalanzo temor gemelas caderas pegaron bien voy concretando vida ademas busco claves puedan matar busco salida busco oracion busco eliminar mal noche rapta mona ven rapta mona ven rapta mona ven rapta mona ven abusador señor sirena apago vela mantel cubrio bajo escaleras dejo huella segun intento salir detras probo veneno balas sal busco salida busco oracion busco eliminar mal noche you might also likerapta mona ven rapta mona ven rapta mona ven rapta mona ven cancion buen humor compañera desvela mas placer muevelo bien calzon araña pierna ericipela duele bien deje cerebro gaveta bar pues clave pudo matar busco salida busco oracion busco eliminar mal noche rapta mona ven rapta mona ven rapta mona ven rapta mona ven mires mal mires mal ando ballesta calle diciendo dejes huella dejo huellas jamas jamas dejo huella mujer busco eliminar mal mundo mal corazon voy concretando oyelo bien oyelo bien acabo casi metro toma veneno guardalo bien desvela mires mal quiero lleves hizo desvelarse mas placer dices salgo entro erotico quieres ver,"negativo, miedo, positivo"
vez flor trepo ventana conto dolor mas bellas palabras dijo solo siento sirvo pues amor ser eleva alas noche conmigo durmiendo rama dia distinto naturaleza anticuada misterio entiendo flor llora alba luz produce silencio sueño mirada empieza noche dime queda van silencio parte momento vuelve juntar destino tan distinto imaginaba amor incorregible si equivocas matas you might also likees misterio entiendo flor llora alba luz produce silencio sueño mirada empieza noche dime queda van silencio parte momento vuelve juntar empieza noche dime queda van silencio parte momento vuelve juntar uh uh sentimiento invencible flor mirada amor ahora triste muriendo empieza noche dime queda van silencio parte momento vuelve juntar x ahh ahi,"positivo, miedo, alegria"
nomas sigues pensar bien olvidare mal preguntes dire regresare juro volvere encantes caras bienvenida alegria ahora manejo why miedo ruboriza vida sabe why sabe bien nomas hablas pensar bien ahuyentare mal persigas dire regresare juro volvere encantes caras bienvenida alegria ahora manejo why miedo ruboriza vida sabe why sabe bien persigas dare regresare juro volvere encantes caras bienvenida alegria ahora manejo why miedo ruboriza vida sabe why sabe bien boca sabe siento bien pena sabe siento bien vida sabe why vida sabe bienyou might also like,"sorpresa, anticipacion, negativo"
uh uh uh cada mañana siempre despertar reviso ansiedad bella niña aparecera uh uh uh sueño enamoro mas bien siento linda silencio quiero rezar uh uh uh si alma mundo volvera niña vida bella sonrisa voz oido penas atras cuantos intentos cristalizar dulces besos suavidad ave maria quiero rezar uh uh uh eh eh eh mundo volvera niña vida chica bonita voz oido alma paz desvelado prometiendome manos cuerpo lado voz oido amor uh uh uh eh eh eh silencio soledad anuncio ansiedad tan solo angel va explicar uh uh uh eh eh eh niña buena canto sirenas buscando nido paloma mar chica bella corre venas si quieres verla despiertes mas niña buena canto sirenas buscando nido paloma mar chica bella corre venas si quieres verla despiertes mas niña buena canto sirenas buscando nido paloma mar chica bella corre venas si quieres verla despiertes mas niña buena canto sirenas buscando nido paloma mar chica bella corre venas si quieres verla despiertes masyou might also like,"positivo, anticipacion, confianza"
recuerdes piel recuerdes ojos atrape enojo ver pocos alla nunca vayas pensar deseo olvidarte aunque apartes cosas vida van cambiar llores mas llores mas llores mas asi arrinconas oscuridad si alguien vio amigas lugar sabras nunca vida fallaria frente demas nunca entenderias puedo explicar pues cosas vida castigan si sabes callar you might also like llores mas llores mas llores mas asi arrinconas oscuridad quiero sentir libertad quiero tener valor nunca jugaria contigo inquietan chicas desnudo amor perdon alma deprimida tan solo va amar cuerpo respira buscando contacto soledad llores mas llores mas llores mas asi arrinconas oscuridad llores mas llores mas llores mas asi arrinconas oscuridad alma deprimida llores mas tan solo va amar llores mas llores mas amor llores mas asi arrinconas oscuridad recuerdes piel llores mas recuerdes ojos llores mas atrape enojo llores mas asi arrinconas oscuridad nunca entenderias llores mas puedo explicar llores mas pues cosas vida llores mas asi arrinconas oscuridad recuerdes piel llores mas,"miedo, negativo, positivo"
dormir dormir cosas pongo pensar cara cruz rostro luz vaya encontrar sale gato maniqui ser nunca vi jamas debe ser ente surreal comida cayo mal dejame vivir dejame vivir di amor sorbo embargo escape detras puede ser perfumes piel recuerdos puedo contar avise mito aventura fatal entendio siempre persiguio cosas siempre salen mal dejame vivir dejame vivir solo quiero vivir dejame vivir menti porte mal ser feliz beber mar beber mar you might also likeyo aleje piano afine dejando flores bar suavice deje ser infiel campo meditar bella flor forma corazon ataque casi fatal mano ave placer memorias van matar dejame vivir dejame vivir solo quiero vivir dejame vivir encontre tomandome cafe escribiendo cosas cantar avalanzo mesa levanto suelo empezo destrozar menti porte mal ser feliz beber mar beber mar dejame vivir dejame vivir dejame vivir hotel luz apague alguien encadeno detras voz oido susurro basura vas pagar golpeo mesa sillon mente solo pudo pensar si aprendi leccion deja pasar dejame vivir dejame vivir escucha hey solo quiero vivir dejame vivir solo quiero vivir dejame vivir vivir vivir vivir oh solo quiero vivir solo quiero vivir vivir vivir vivir vivir dejame vivir solo quiero vivir,"negativo, positivo, ira"
llevan sala principal sentado viejo doctor dijo muchacho fin acabo pues cerebro curo amigos miran afuera dan maleta saco pedazo pan ir muchas cosas superar hora decir adios acostumbro puedo evitar pues siempre lloro voy amigos encienden velas siguen silencio llevan viejo portal hermano vas si voy aqui voy aqui voy aqui voy aqui volver mas volver chao chao siento mente igual indudable cerebro cambio cuestiono si demas ven mismos demonios siento mismas ideas vida vacia pueda llenar debo regresar you might also likeque sera uh sera debo resistir sera dime cuanto mas debo resistir mas mas amigo sepa hablar sepa dios acostumbro aqui existe verdad pues ando solo buscando calor sabes ahorro problemas recojo maletas enrumbo estan detras aquel portal voy aqui voy aqui voy aqui voy aqui nunca volvere voy aqui chao chao voy aqui,"positivo, confianza, anticipacion"
cielo teñido color especial rostro encendido luz crepuscular recuerdo amigos empiezo imaginar llaman silbidos paraditos mar hey vayas casa mira mar besando sol recordaremos dias infancia lindo mejor realmente bonito mejor sera distinto toco amigos nunca hallaron amor estaran conmigo pues partieron hacia sol hey vayas casa mira mar besando sol recordaremos dias infancia lindo mejor oigan vayan nunca digan adios sol apagando luz quiero ahi puede ir you might also like hey vayas casa mira mar besando sol recordaremos dias infancia lindo mejor,"positivo, alegria, anticipacion"
bien quise asi dio pena abandone permiti siquiera quizas ahora vez puedo sentir surgen ideas puedo hacer si puedo vivir si puedo soñar debo seguir asi tan alejado veo imagen flotando dia cuarto mueve lado lado tambaleando cuanto pueda aguantar vida quiero saber si puede olvidar tener llorar ahora vez solo quiero sentir aparten quizas mito realmente fin fin realidad si si quiero sacarte asi cueste morir you might also like veo imagen flotando dia cuarto mueve lado lado tambaleando tambaleando veo imagen flotando dia cuarto mueve lado lado tambaleando vere sera pues amor condena aleje tratar vivir desvio fatal yeah veo imagen flotando dia cuarto mueve lado lado tambaleando tambaleando veo imagen flotando dia cuarto mueve lado lado tambaleando tambaleando,"positivo, negativo, tristeza"
seras ave desierto viejo pez espiral pues viento tan intenso puedes ver respirar tren sexual condiciones tren sexual quiere llevar tren sexual viene noche tren sexual va descarrilar pobre cerebro debe descender descansar luchar goces intensos logras vencer olvidar tren sexual condiciones tren sexual quiere llevar tren sexual viene noche tren sexual va descarrilar motores apagar imprudente demencial nunca intentes si verdad molestes resistiras tren sexual condiciones tren sexual quiere llevar tren sexual viene noche tren sexual va descarrilar you might also likees imposible relacionar inicio final vuelves loco empezar terminas quieres volar si amor existe placer piel mal final si decidiste bajar tren regresaras tren sexual condiciones tren sexual quiere llevar tren sexual viene noche tren sexual va descarrilar,"negativo, ira, miedo"
tiempo lejos buscando chicas bonitas queriendo ser mas apuesto mejores camisas vida embargo enseñado palizas engaño amor necesita mas tub tururu tub tub tub tub tururu tub tub tub tub dicen cara bella chica mas bonita quiero flirtear quiero mia quiero andar quiero ir fiestas solo quiero hablar contigo why pasear bicicleta quiero amor quiero amor quiero amor oh oh oh oh oh oh eh solo quiero unas palabras demuestren vida terreno matanzas ambicion caricias quiero amor quiero amor quiero amor oh oh oh oh oh oh eh solo quiero amor busca tener sentir siempre alegria triste ver modo placer asfixia quiero andar quiero ir fiestas solo quiero hablar contigo why pasear bicicleta quiero amor quiero amor quiero amor oh oh oh oh oh oh eh na na na na tub tururu tub tub tub tub tururu tub tub tub tub why pasear bicicleta why pasear bicicleta why pasear bicicleta you might also like,"positivo, alegria, negativo"
sueños terribles escapan alma busco musas devuelvan calma andar conmigo llorar ir nunca volver asfixiarse miedo siempre intente callar todas desgracias calle vida ahora debo salvarla fantasma presion haz luz va alguien nunca entiendo sera dios verdad debo saber sera amor veneno libertad presion sobredosis paz destroza pensamientos mancha sol remolino mar hojas secas viento abrazame llevame final llevame sombras quiero encontrar perdoname si hice llorar alma memoria unica verdad tuerce arbol maniobras cansan semillas salvaran alma you might also likeoh oh oh perdoname si hice llorar alma memoria unica verdad evocame pide paz destrozen memoria siempre veo mal rescatame vuelveme enseñar luces ignoran luz paz abrazame llevame final llevame sombras quiero encontrar perdoname si hice llorar alma memoria unica verdad recuerdame pide paz destroza meoria quiero recordar destrozen memoria unica verdad,"positivo, confianza, negativo"
hoy dormido querer hoy nadie venido ver semilla lluvia aun regado hoy perdido saber hoy abrigo mujer destino dolor sido negado heridas amor cargo suelo soñar despertar hoy salido solo ayer hoy motivo ¿no ves efecto dolor hace mas humano dios infinita soledad tocado suelo soñar despertar suelo soñar despertar hoy solo quiero enloquecer hoy solo quiero entenderyou might also like,"negativo, positivo, miedo"
hoy llenare valor conquistare amor diras si toco seria normal placentero sensacional hey siempre acuerdo olvidare caes bien buen cuerpo puedo decir vayamos hotel debo perder quiero asustarte vayan almorzar acercare taza pelo arreglado hoy llenare valor conquistare amor diras si toco seria normal placentero sensacional you might also like hey nunca alejes morire caes bien buen cuerpo siempre pienso tiempo vita asi ablandare convencere encantos hoy llenare valor conquistare amor diras si toco seria normal placentero sensacional hoy llenare valor conquistare amor diras si toco seria normal placentero sensacional hoy llenare valor conquistare amor diras si toco seria normal placentero sensacional,"positivo, alegria, confianza"
cuerpo precioso mirada mar culpas cuesta volver amar romanticos vemos sol va salir romanticos vemos solo quiero vivir solo quiero vivir desnudos solos mirandonos parar cierra ojos momentos final romanticos vemos sol va salir romanticos vemos solo quiero vivir romanticos vemos sol va salir romanticos vemos solo quiero vivir solo quiero vivir aquello acaba nunca nunca verdad amigos oro romanticos vemos sol va salir romanticos vemos solo quiero vivir you might also likeque romanticos vemos dolor saber amor juego sol va salir juego pueden jugar romanticos vemos volvere amare quieras amor solo quiero vivir amigos deben ayudar romanticos vemos aquello acaba nunca amor sol va salir nunca verdad romanticos vemos dolor saber amor juego solo quiero vivir juego pueden jugar romanticos vemos,"anticipacion, positivo, alegria"
hoy desperte fantasia debo contar hacer amor bailar uh movernos bien dos frente espejo hm parar tan solo deseo explotar uh ven muevete bien quiero vez hacer amor bailar bailar bailar vez siento placer placer moverte naa na oh oh quiero mezclar ritmo movimiento corporal espasmo sobrenatural uh puedes decir solo pretendo impresionar mata curiosidad uh debes tener tranquilidad olvidate gente va molestar bailar bailar vez siento placer placer moverte naa na oh oh bailar bailar vez placer placer moverte naa na oh oh you might also likecrees loco fondo encanta encanta encanta luz quiero recuestes algun sofa fin poderte desnudar esp asi calatita hey sientate muevete bien quiero vez hacer amor bailar bailar bailar vez siento placer placer moverte naa na oh oh bailar bailar vez placer placer moverte naa na oh oh bailar bailar vez siento placer placer moverte naa na oh oh bailar bailar vez placer placer moverte naa na oh oh,"positivo, negativo, alegria"
siento bien ¡uno dos ¡uno dos bien ¡uno dos ¡uno dos ¿vamos caminar ¡uno dos na ra na ra na ra na ra na ¡uno dos ¡uno dos ¡uno dos trepe mañana lindo arbol cerca hogar casi tambaleando cogi ramas pude bajar bajo arbol mucha gente iba pasar agazapado asomaba ojos casi mirar dormi hojas oyendo arruyar aves hablando viento soplaba hermoso lugar hice poema puedo recordar casi tiritando pase noche querer bajar arbol ¡la ta ra ta ta poema arbol ¡la ra arbol ¡la ra poema arbol pense vida sueños edad descubri milagro sonrisa despues llorar viejo arbol enseñaba paz nunca hizo daño callado senti inferioridad you might also like poema arbol ¡la ra poema arbol ¡la ra poema arbol ¡la ra poema arbol llego amanecer quiero mover sol empieza brillar puedo ver jamas pude ver voz puede explicar poema amor gente pasaba suspiraba iba dia mas sentado ramas subido arbol cerca hogar puedo recordar ahora ando mirando hacer daño callado pensar hijo arbol ¡la ra quiero ser arbol ¡la ra poema arbol ¡la ra hijo arbol ¡la ra llego amanecer quiero mover sol empieza brillar puedo ver jamas pude ver voz puede explicar ¿te sientes bien ¿te puedo besar dios lado mente seguira descubri milagro placer eterno solo contemplar vivir soñando solo placer mental hombre arbol misma vida distinto lugar poema arbol arbol hijo arbol hijo arbol nena ¿te sientes bien ¿te puedo besar ¿te puedo tocar ¿te puedo hacer amor ver ver enseñame poquito levanta poquito falda pesada pues ver ver ver ¡ya pues ojos nadie ojos dejame ver ¡claro asi ¡eso ¡eso ven ¡ven ven ven ven tranquila mira ver ¿que sientes aca ¿por aqui ven vamonos ¡ja ja ja ja ja ja ¿que,"positivo, alegria, anticipacion"
siempre ud quiera maestra particular aprendi escuela hoy ud debe repasar esfuerzo ser lumbrera debo concentrar ver bellas piernas vuelvo ser animal querida maestra querida profesora ud habla labios voz tan sensual rodillas van matando puedo continuar querida maestra uh querida profesora uh querida maestra uh querida profesora quiero darle beso amor dibujarle gran corazon pasado media hora puedo estudiar solo quiero mirarla toda intentarla conquistar you might also likemi querida maestra uh querida profesora uh querida maestra uh querida profesora quiero darle beso amor dibujarle gran corazon quiero darle lecciones amor pequeño pasion quiero sepa dia voy controlar van crecer conocimientos ud resistira querida maestra uh querida profesora uh querida maestra uh querida profesora quiero darle beso amor dibujarle gran corazon quiero darle lecciones amor pequeño pasion querida maestra vamos cuarto quiero enseñarte quiero ser maestro,"positivo, alegria, confianza"
ando desnudo avenida ando intentando reir olvidar silbando viejas melodias ando escapando realidad buscando razon perdi razon perdi razon buscando razon perdi razon perdi razon vida tonteria si caminas seriedad vida porqueria si dueño saludar buscando razon perdi razon perdi razon buscando razon perdi razon perdi razon you might also like existe razon tan solo existe amor condicion paquete averias pues mucha sensibilidad filosofia nadie muere nunca trabajar buscando razon perdi razon perdi razon buscando razon perdi razon perdi razon existe razon tan solo existe amor condicion cualquier esquina oficina cualquier amiga amor verdad sere amante homicida persigas voy encontrar buscando razon perdi razon perdi razon buscando razon perdi razon perdi razon ando desnudo avenida vida tonteria hablo sexo dia dia pues mucha simpatia existe razon solo amor razon solo existe amor razon solo existe amor razon existe razon amor amor,"positivo, alegria, negativo"
junto apoyada pecho pensando quieres mover solo finges dormir pensando bella cancion rompera ficcion si television ves beso amor pensaras pensaras seran dueños ropa voz corazon llegaras fin vas redescubrir si quizas emocion distrajo bien sabes pasion momentos fe pensaras pensaras suena insolente hace mal secreto mente respirar nunca pienses ausencia amor conoces bien amor recuerdo bien siempre amare escapo real convierte ficcion salgo llego fin siempre pienso enti siempre pienso suena insolente hace mal secreto mente respirar suena insolente hace mal secreto mente respirar you might also likese vas ahi amor pecho pensando hace feliz caminar reir pensando pues idea amor debe ser dolor amor verdad conoce obstruccion salgo llego fin razon pidamos perdon podemos vivir podemos vivir podemos vivir podemos vivir pensaras pensaras pensaras,"positivo, alegria, negativo"
deseo na na na na na na nataly deseo na na na na na na nataly flor bella tenian labios forma excepcional si vieras detras mueve compas pone cuerpo voluntad tentacion quise contener todas miradas intento enamore mas pude controlar pude controlar debo adelantar seria fin deseo na na na na na na nataly deseo na na na na na na nataly acerque supuse baila escucho melodia excepcional miro penstañear acerco tambalear pude controlar fingir pronto bese espere bofetada manos abrazaron detras perdi realidad demas besaba parar fin you might also likedeseo na na na na na na nataly deseo na na na na na na nataly habian hecho mismo pues aventurera excepcional pronto mas puedo negar amaba parar fingir si flor si bella demonios podia controlar si vieras detras mueve compas miro pestañear acerco tambalear pude controlar pude controlar nadie puede rechazar nataly deseo na na na na na na nataly deseo na na na na na na nataly,"negativo, positivo, ira"
